player,finalvaluebo,finalvalueba,bowlerf,batsmanf
S Nadeem,2.283040658,0.580929619,0.48516000891574157,0.07871604401751278
J Archer,2.279907063,1.022849616,0.48449319451307526,0.13859626495710153
CJ Jordan,2.24912975,0.354744292,0.47794392583484135,0.04806790081060303
MP Stoinis,2.220970789,2.788086903,0.47195183025167897,0.3777861623908677
CR Brathwaite,2.212285011,2.3215389319999997,0.4701035371988874,0.3145688475554929
KV Sharma,2.203656321,0.908283883,0.4682673922062693,0.12307259223190929
Ankit Sharma,2.146919966,2.162193642,0.45619416044888184,0.2929775386406288
P Negi,2.138430661,1.4797209080000002,0.4543876759342501,0.20050238844468696
PJ Sangwan,2.137612323,0.40455188200000003,0.4542135374241206,0.05481683616975233
DW Steyn,2.12427895,0.411960004,0.4513762578291115,0.055820637729126946
J Suchith,2.090225136,0.52547795,0.44412976501784496,0.07120233517036834
P Krishna,2.055906017,0.090469411,0.4368268165398125,0.012258617749208714
S Midhun,2.0274622769999997,,0.4307741213134999,
DT Christian,2.001155532,1.623314167,0.42517616865743846,0.21995929497239852
BCJ Cutting,1.9852383009999999,2.481663389,0.4217890561296973,0.3362657337070189
Yuvraj Singh,1.977353781,3.1766096010000004,0.42011126704268675,0.4304310419034939
MK Tiwary,1.971257295,2.6075111580000003,0.41881396325248615,0.35331812387635164
K Ahmed,1.9498033559999999,0.0,0.4142486650824529,0.0
MS Gony,1.945679774,0.259124105,0.413371186062932,0.035111352198378104
Washington Sundar,1.945552613,1.510228542,0.41334412679513977,0.2046361770866707
M Ashwin,1.944179106,0.31872987399999997,0.4130518509108078,0.043187942172183
C de Grandhomme,1.932800139,2.428444936,0.41063045979834273,0.3290546259378832
Z Khan,1.899667485,0.351988834,0.4035799855393014,0.04769453586909811
R Salam,1.8841276269999998,0.8019222159999999,0.40027317622610364,0.10866057158858237
JA Morkel,1.841802802,1.3795582169999998,0.3912666508454043,0.18693032990988437
Anureet Singh,1.841682951,1.359605714,0.3912411471115223,0.18422676298363416
RD Chahar,1.832410584,1.297385747,0.3892680306550536,0.17579594881793367
JP Duminy,1.82242928,2.682697341,0.38714405571107036,0.36350586210998564
A Nehra,1.780517602,0.5124996479999999,0.3782254460852846,0.06944377344775701
P Kumar,1.7563208019999998,0.650994152,0.37307647988562026,0.08820979796517382
STR Binny,1.7562151830000001,2.068548231,0.37305400465496824,0.28028857245053673
M Ur Rahman,1.753425887,0.671296958,0.37246045547388396,0.09096083099655215
Avesh Khan,1.745344301,0.819701715,0.370740731661079,0.11106969617118234
A Singh,1.717379037,0.033324469,0.36478985389622215,0.004515470175508887
B Stanlake,1.705294581,1.4611412730000002,0.362218338014563,0.19798484532301439
GJ Maxwell,1.6851224169999999,3.238866735,0.3579257955870484,0.4388668922028538
T Curran,1.6803653719999998,0.644779337,0.3569135185952444,0.08736768966995072
K Paul,1.67878033,0.590599216,0.3565762290493934,0.08002627575331898
N Saini,1.6784279619999998,0.5705156,0.35650124678224054,0.07730494299736801
J Searles,1.661401715,0.8234402270000001,0.35287814082152946,0.11157626506615206
B Laughlin,1.659921971,0.172730469,0.35256325819902745,0.023405002527456992
KM Asif,1.642623058,,0.348882130185078,
S Curran,1.6396941269999998,1.42683614,0.3482588673271732,0.19333649503937247
H Viljoen,1.629616081,0.513729425,0.34611430613674055,0.0696104084019712
DJ Hooda,1.6210135730000002,1.933249779,0.3442837325516243,0.2619556134227869
AB Dinda,1.611039911,0.548821528,0.34216138378960304,0.07436539322985805
M Markande,1.609444595,0.695419118,0.3418219079844642,0.09422938702512243
P R Barman,1.6051477109999999,1.010575857,0.3409075511075268,0.1369331689087929
JP Faulkner,1.569502365,1.051634717,0.33332238770867495,0.14249665013846816
V Kohli,1.560031465,7.047097087999999,0.33130702435565307,0.9548826336821605
KA Pollard,1.556228986,3.899288018,0.3304978745570874,0.5283540677271754
S Mavi,1.546784072,0.5894541179999999,0.32848804090368133,0.0798711148153597
M Wood,1.5086053590000001,0.40267130100000004,0.3203637888214356,0.05456201718319537
MJ Henry,1.507162013,,0.32005665152359375,
S Sharma,1.487765877,1.174699397,0.31592924423551877,0.15917193136196026
P Raj,1.472603465,0.0,0.3127027536709241,0.0
S Lamichhane,1.4673327980000002,0.0,0.3115811803127658,0.0
S Aravind,1.458021035,0.60917073,0.30959968057121795,0.08254271847836424
Mandeep Singh,1.4418045309999998,2.962156316,0.3061488841447185,0.40137259201619313
L Livingstone,1.4409699009999999,1.439119073,0.3059712787729658,0.19500083416595462
NM Coulter-Nile,1.4359827330000001,0.608309809,0.30491003267992683,0.08242606356335361
K Gowtham,1.433320489,1.362565258,0.3043435195719431,0.18462778160646973
O Thomas,1.4109518230000002,,0.2995835717620849,
A Joseph,1.406626874,1.049576627,0.2986632427840269,0.14221777865776988
M Morkel,1.3928455309999999,0.654708426,0.2957306372620992,0.08871308260777888
L Ferguson,1.389430138,,0.29500385755918107,
R Tewatia,1.3807591030000002,1.826953303,0.2931587017480364,0.2475524261690096
MC Henriques,1.360050705,1.706314834,0.2887520512260171,0.23120589687281726
V Shankar,1.355920468,3.073455427,0.28787315605353136,0.41645363700692206
A Dananjaya,1.345337634,0.536732661,0.28562117833074746,0.07272735007321562
H Gurney,1.333079288,0.134548578,0.28301265946801396,0.01823135099665447
PJ Cummins,1.330508049,1.0346071209999999,0.2824655117996339,0.14018940851674525
Mohammad Nabi,1.311560169,1.747998921,0.2784334912979438,0.23685409644778474
D Wiese,1.31122299,0.900625197,0.278361741179158,0.12203483921575209
J Dala,1.3109114020000001,,0.27829543670583007,
DR Smith,1.305032822,2.433234288,0.2770445022962378,0.32970358379872755
NLTC Perera,1.304017186,1.336328457,0.2768283796917958,0.18107269142885093
RP Singh,1.297625161,0.117639762,0.27546818658062366,0.01594020408142028
YK Pathan,1.290955042,3.4221985960000003,0.2740488163631264,0.46370838481796617
J Yadav,1.2883437420000001,0.34221188399999997,0.27349314390076845,0.04636975778688946
KJ Abbott,1.280865579,0.973777835,0.2719018256883362,0.1319470318195952
V Chakravarthy,1.279815065,,0.2716782812081457,
K Khejroliya,1.279196444,,0.2715466415442479,
AF Milne,1.2783502709999999,0.369042957,0.2713665798759252,0.050005371903003415
KW Richardson,1.25069245,0.6056107789999999,0.26548112454772627,0.08206034462368186
Iqbal Abdulla,1.222313827,0.98218394,0.2594422859153445,0.13308606021400698
A Zampa,1.2202506359999998,0.396352964,0.2590032484921128,0.05370588164260163
L Ngidi,1.19569844,,0.25377865568101665,
L Plunkett,1.160645404,0.18998219100000002,0.24631953308796237,0.025742613253292433
IK Pathan,1.150196137,0.7447686029999999,0.2440959777998967,0.10091624909317887
M Ali,1.149528862,2.1456792780000002,0.2439539847916939,0.2907398400261514
J Behrendorff,1.1477069709999999,,0.24356629488317405,
AD Mathews,1.145415089,1.156610863,0.24307859308162932,0.15672093249396093
RA Tripathi,1.121989966,3.4828984839999997,0.23809383614889526,0.4719332280681535
SB Jakati,1.110443736,0.392051279,0.2356368522500512,0.05312300272795384
R Bhatia,1.10316356,0.941089988,0.23408766474791842,0.12751782401346035
S Rutherford,1.094283149,1.256293653,0.23219795470038623,0.17022796437664495
D Willey,1.079505908,,0.22905342672836954,
TS Mills,1.066672426,0.45842704,0.22632252160694855,0.06211692755754995
GB Hogg,1.066246032,0.19504011,0.22623178695221155,0.02642796197991849
SK Raina,1.064092316,5.656154308,0.22577348623113785,0.7664096939054033
M Santner,1.037510271,1.2685413220000001,0.22011695101892156,0.17188752522633188
N Rana,1.036714851,4.223168752,0.21994768935231535,0.5722399521443863
R Sathish,1.02810257,0.80836042,0.21811503611837488,0.10953294912431573
S Kaushik,1.020180632,0.0,0.21642928465546094,0.0
MN Samuels,1.012718258,0.73661896,0.21484132626859767,0.09981197133536841
A Choudhary,1.009802355,0.8860001679999999,0.21422083570833764,0.12005314575604677
MM Patel,1.003001753,0.171149511,0.21277369931694004,0.023190782498992858
S Kuggeleijn,1.001880162,,0.21253502998261287,
Bipul Sharma,0.994158708,1.208367706,0.21089194057995372,0.16373399190520005
PV Tambe,0.99155334,0.361331324,0.21033753041953224,0.04896044456099625
SS Agarwal,0.9772570709999999,,0.20729535104613125,
T Natarajan,0.973915084,,0.20658419179768864,
A Ashish Reddy,0.973083415,1.267803497,0.20640721651292745,0.1717875498364091
S Ladda,0.96890632,6.42e-05,0.20551835017656123,8.6991089120631e-06
LH Ferguson,0.943133,0.551035044,0.20003390787290407,0.07466532495513212
S Badree,0.943004348,0.345209195,0.200006531327265,0.04677589384346773
JO Holder,0.924462938,0.7666569059999999,0.19606100574602628,0.10388211718815142
T Shamsi,0.919791093,,0.19506685891689718,
H Brar,0.9142847140000001,1.477281276,0.19389512714436774,0.2001718179700241
R Dhawan,0.908324947,1.263807484,0.1926269165197862,0.1712460895201938
M Vijay,0.9037294690000001,3.312256969,0.19164902023212416,0.44881127909767926
I Sodhi,0.8917594179999999,0.446045715,0.18910184920094406,0.0604392563013093
A Roy,0.881614922,,0.18694314776039703,
TM Head,0.86405251,1.5171949130000002,0.18320594838805943,0.20558012132422274
R Parag,0.8573822040000001,1.994251014,0.1817865383778342,0.2702212892333064
D Short,0.8573324920000001,1.372725035,0.18177595989606316,0.18600443280032133
Parvez Rasool,0.849596603,0.76127314,0.18012979879272076,0.10315261614779221
P Sahu,0.839995268,1.02502864,0.1780866794799747,0.1388915230115875
Swapnil Singh,0.832322387,0.422655703,0.17645392618519828,0.05726990642837374
CH Gayle,0.824946515,5.564984808999999,0.17488437502053808,0.7540562141350102
Gurkeerat Singh,0.816998482,2.705726064,0.1731930706633166,0.3666262572732681
M Lomror,0.8128732740000001,0.9039405229999999,0.17231524563857845,0.1224840663489763
H Vihari,0.811204013,0.32230695800000003,0.1719600346822777,0.04367263755074373
SM Boland,0.795294235,,0.16857450811817984,
Ankit Soni,0.779557453,0.47593987,0.16522579429612547,0.06448991845363167
S Warrier,0.7789820890000001,,0.16510335952010124,
Tejas Baroka,0.6905320890000001,,0.14628161200140843,
Abdur Razzak,0.6310316420000001,7.13e-06,0.13362019435659936,9.661159897665094e-07
C Munro,0.595880716,2.041430728,0.1261402412280493,0.27661414702966136
MR Marsh,0.59061788,0.686920548,0.12502033427017153,0.09307782961037489
JW Hastings,0.5509500039999999,,0.11657919524614875,
KS Williamson,0.539268026,5.0164962,0.11409332480595744,0.6797359314758671
I Malhotra,0.525,0.319017015,0.11105715541124693,0.04322684981754311
Mashrafe Mortaza,0.520717256,0.166087975,0.11014580746036849,0.022504943668364693
PP Ojha,0.504884175,0.060836175,0.10677660166019878,0.008243310157606392
L Balaji,0.502493276,0.132306971,0.10626782950281388,0.0179276129369809
LPC Silva,0.479658707,0.331761968,0.10140873970726645,0.044953792718261575
JH Kallis,0.466716223,0.662734983,0.09865463946856977,0.08980068219550291
B Chipli,0.456521739,0.297634758,0.09648530081473874,0.04032955102581844
SK Trivedi,0.43812640399999997,0.129891445,0.09257085931228795,0.01760030882866439
MG Neser,0.429815259,,0.09080228641481769,
S Sreesanth,0.42248587200000004,0.11500291800000001,0.08924262704137745,0.015582911353381027
P Prasanth,0.410869565,,0.0867707310837333,
Y Nagar,0.40222947200000003,0.29262710399999997,0.08493215958589244,0.03965101321367002
RR Bhatkal,0.39973891100000003,7.13e-06,0.08440217981967534,9.661159897665094e-07
Sunny Gupta,0.397944465,0.0,0.08402033007916739,0.0
M Muralitharan,0.394989042,0.118777664,0.08339142984720653,0.01609438996038063
SW Tait,0.38518064700000004,0.170926365,0.08130424913207246,0.023160546185016357
CK Kapugedera,0.37324373,0.14334060199999998,0.07876412886157395,0.019422671469138467
S Sriram,0.372932848,0.248324517,0.07869797462175365,0.03364800652520973
SK Warne,0.370488429,0.209976236,0.07817781365795608,0.02845180912630942
RJ Harris,0.37022915700000003,0.20768405399999998,0.07812264178545561,0.028141218147115166
F du Plessis,0.36552827299999996,4.091422314,0.07712231559254816,0.554388291506717
P Awana,0.362468588,0.061814905999999996,0.07647122889320694,0.00837592834397107
NB Singh,0.355936294,,0.07508118719297097,
VS Yeligati,0.35123167200000005,0.166087975,0.07408006557109549,0.022504943668364693
Umar Gul,0.35019926700000004,0.38939678299999997,0.07386037460165472,0.052763318151464185
B Lee,0.344298356,0.243286101,0.07260468825940172,0.032965300457791016
DP Nannes,0.343680143,0.062375414000000004,0.07247313541600121,0.008451877255779212
SN Khan,0.34311204799999995,2.9085543510000003,0.07235224744927841,0.39410951831781943
DE Bollinger,0.342000609,0.180322328,0.07211573841320801,0.024433700475837466
AB Agarkar,0.34169156700000003,0.261587715,0.07204997571680696,0.0354451716953695
MA Starc,0.33921630799999997,0.22276202399999998,0.07152325214482988,0.030184285175196477
R Shukla,0.33784062299999995,0.163080518,0.07123051279225495,0.022097432827377986
BJ Rohrer,0.333913044,0.416465301,0.07039474229708571,0.056431106098039585
A Mithun,0.333244097,0.243876552,0.07025239349508021,0.03304530665025576
KK Cooper,0.33304787,0.337937955,0.07021063730457314,0.04579063981409468
P Suyal,0.330870504,,0.0697473039737898,
A Kumble,0.330205029,0.127998282,0.06960569399719282,0.017343784979360836
Joginder Sharma,0.328533156,0.239804125,0.06924992721947298,0.03249349222643292
WD Parnell,0.328509,0.16390701,0.06924478693532306,0.022209422608109274
CL White,0.32640476399999996,0.484587635,0.0687970153275023,0.06566169181159004
JJ van der Wath,0.326244714,0.208073382,0.06876295743388597,0.028193972145160586
Jaskaran Singh,0.325116637,0.125408642,0.06852290790900586,0.01699288839987431
M Kartik,0.323576097,0.22590637800000002,0.06819508818122241,0.030610345578686846
VY Mahesh,0.322981896,0.105002063,0.06806864497944339,0.014227794112590515
D Salunkhe,0.321737968,0.29652918,0.06780394290202753,0.04017974505334522
MF Maharoof,0.32044155,0.330383124,0.06752807119739566,0.04476695916485433
CRD Fernando,0.31997493899999996,0.21615030899999998,0.06742877855260826,0.029288396874876832
Harmeet Singh,0.314055189,0.262270945,0.06616908335900984,0.03553774945521356
SJ Srivastava,0.313771029,0.160182549,0.06610861543617307,0.021704757625590095
AP Dole,0.31282463899999996,0.363546252,0.06590722805760646,0.04926056761246631
AA Noffke,0.31277085600000004,0.18515487,0.06589578328602029,0.02508851058767733
Azhar Mahmood,0.311116735,0.381810039,0.06554379405111506,0.05173531328629376
AN Ahmed,0.310610802,0.25045598,0.06543613386810347,0.03393682005759342
Shoaib Malik,0.307596969,0.245357784,0.06479480426053418,0.033246013791876215
TP Sudhindra,0.306137121,,0.06448415541404838,
M de Lange,0.305021766,0.083047551,0.06424681307143999,0.01125295468892702
LRPL Taylor,0.303966425,0.43855834899999996,0.06402224142815989,0.059424717168934243
R McLaren,0.302726243,0.24954422,0.0637583364820748,0.03381327645102546
SD Chitnis,0.302261465,0.269935473,0.06365943389113932,0.03657629406318175
S Narwal,0.301875388,0.267994764,0.0635772785059864,0.03631332772427799
R Sharma,0.301727153,0.160880331,0.0635457347892715,0.021799307183454224
C Ganapathy,0.296739131,,0.06248430696901503,
BW Hilfenhaus,0.293628467,,0.06182237217621134,
K Santokie,0.292828611,,0.06165216654949216,
VRV Singh,0.292261967,0.216362975,0.06153158734880271,0.02931721314739853
BE Hendricks,0.291304618,0.054048266,0.06132786794614275,0.00732354754582799
KAJ Roach,0.2902542,0.247340585,0.06110434389430454,0.03351468360262306
L Ablish,0.28921408,7.13e-06,0.0608830112088422,9.661159897665094e-07
SA Abbott,0.285117938,0.23423469100000002,0.06001137129335647,0.031738833146299786
A Uniyal,0.284926525,0.101893098,0.05997063949959959,0.013806528923512753
S Vidyut,0.283932891,0.35347999700000005,0.05975919881815258,0.04789658866259716
YA Abdulla,0.281987105,0.0,0.059345144631409705,0.0
Kamran Khan,0.279925188,0.114149777,0.05890637830943683,0.015467310629450394
Pankaj Singh,0.27982424300000003,0.09898956199999999,0.05888489768418783,0.013413099392452065
LR Shukla,0.278287878,0.304882952,0.0585579663769345,0.04131168231899231
DNT Zoysa,0.275935483,0.227977163,0.05805738769118848,0.030890937233647383
Karanveer Singh,0.27528902899999996,0.130578742,0.057919825294688206,0.017693437667573024
RR Bose,0.27442443899999996,,0.05773584457465218,
B Geeves,0.274332423,,0.05771626399896332,
DL Vettori,0.27377606600000004,0.221835067,0.057597873823901066,0.03005868237301892
J Theron,0.273567148,0.13599088199999998,0.0575534170477777,0.018426783388871045
Mohammad Asif,0.272944478,0.087137671,0.057420915775562166,0.011807166516705955
A Symonds,0.27259115100000003,0.5234814870000001,0.0573457294376816,0.07093181415672499
AA Kazi,0.272519847,,0.05733055627900354,
DJG Sammy,0.272402423,0.318956363,0.05730556899940338,0.04321863146312357
D Kalyankrishna,0.27235661,0.080421155,0.05729582020664958,0.010897077666338129
P Amarnath,0.271879926,,0.05719438407443702,
MB Parmar,0.271422726,,0.05709709404656199,
JR Hopes,0.271332437,0.423345153,0.05707788096841936,0.05736332699908125
JDP Oram,0.269624717,0.23199203100000002,0.05671448611626988,0.031434952404980045
WPUJC Vaas,0.269587191,0.229314927,0.05670650075847014,0.03107220444135201
V Sehwag,0.26949891,0.780062105,0.05668771497336333,0.10569852351352338
Sachin Baby,0.268235644,1.1985434529999999,0.05641889785972908,0.1624028042599249
JDS Neesham,0.266926868,0.251603417,0.05614039643032801,0.03409229793037739
LJ Wright,0.265416566,0.436871679,0.055819011207931445,0.05919617314979548
J Botha,0.26525268,0.325094414,0.055784137031404044,0.04405033822569051
RS Bopara,0.26402722300000003,0.421188633,0.05552336549664978,0.05707111823971922
RG More,0.263895021,0.166087975,0.05549523352756593,0.022504943668364693
Sohail Tanvir,0.263586147,0.234080751,0.05542950658078143,0.03171797425493027
S Tyagi,0.263293682,0.136642652,0.05536727139267454,0.018515098314347923
LMP Simmons,0.262216728,1.5814150390000001,0.055138100603785385,0.21428195731207966
AC Thomas,0.262038375,0.19920122899999998,0.055100147917123976,0.026991794182053302
Anand Rajan,0.261872847,,0.05506492433065395,
IC Pandey,0.26127897899999997,7.13e-06,0.05493855198972199,9.661159897665094e-07
RR Raje,0.259213413,0.19995321300000002,0.05449900917756602,0.02709368811844161
AUK Pathan,0.258116282,0.272659644,0.05426554481717109,0.036945419611843486
R Ninan,0.256238053,0.099156903,0.053865866444980176,0.013435774121181875
V Pratap Singh,0.254872083,0.0,0.053575194399099926,0.0
ST Jayasuriya,0.253420341,0.505681579,0.053266270471612275,0.06851992415179191
JEC Franklin,0.25339479,0.35426418299999995,0.053260833337967835,0.048002845974455643
Y Venugopal Rao,0.251907703,0.42849842899999996,0.05294438815930949,0.0580615966124445
SM Harwood,0.251701677,0.132827335,0.05290054678729948,0.017998122331216365
DJ Hussey,0.251678064,0.51107082,0.052895522051017295,0.06925016705541116
RW Price,0.251422725,,0.05284118710257552,
RA Shaikh,0.251315964,,0.05281846885964908,
RG Sharma,0.251252643,5.115419431,0.0528049944461428,0.6931400430086114
RR Powar,0.250222628,0.220606015,0.05258581205755641,0.029892145656405383
GS Sandhu,0.250019184,,0.05254252012310538,
BJ Hodge,0.249885396,0.530106165,0.052514050660617755,0.07182945894534411
RE van der Merwe,0.248645723,0.2685416,0.05225025402735896,0.03638742407818822
R Rampaul,0.248555489,0.208602483,0.05223105265295984,0.028265665404108898
CK Langeveldt,0.248038223,0.166011832,0.05212098086039903,0.022494626281294734
BA Bhatt,0.24666353100000002,0.15316764800000002,0.0518284528135933,0.020754237566301306
MA Khote,0.243811695,0.229325776,0.051221595412160634,0.031073674482358038
J Syed Mohammad,0.24270815399999998,0.20942192,0.05098676703365836,0.028376699231360835
Gagandeep Singh,0.24206588,,0.05085009412166491,
AB McDonald,0.241379171,0.30308138100000004,0.05070396564889144,0.0410675691984033
P Parameswaran,0.241133892,0.054048266,0.050651771421535444,0.00732354754582799
T Thushara,0.240984783,0.11923481699999999,0.05062004172169639,0.01615633425534132
JE Taylor,0.239997369,0.12462342,0.050409924627242766,0.016886490709872005
A Nel,0.23930876899999998,,0.05026339375848785,
SB Bangar,0.238549613,0.18583345399999998,0.050101848901966645,0.025180458813876445
D du Preez,0.23795424,0.19587437100000002,0.04997515630405318,0.026541004461228257
SB Wagh,0.237428723,0.10808228,0.049863328737170406,0.014645163943677559
AM Salvi,0.236076413,,0.04957556347558756,
SR Tendulkar,0.235034307,0.715582787,0.04935380817858682,0.09696156697368614
WA Mota,0.23441396899999997,0.169334321,0.04922180314509613,0.0229448240020133
Mohammad Hafeez,0.23413075,0.182933798,0.049161535462671074,0.024787555023354373
AM Nayar,0.233671236,0.342002115,0.04906375302638725,0.04634133405826992
DP Vijaykumar,0.232542567,0.158040425,0.04882357752666791,0.02141449952622648
KP Appanna,0.23173939999999998,0.08041846700000001,0.048652667334589374,0.01089671344196499
FY Fazal,0.231728565,0.308736251,0.048650361697117755,0.04183380486839642
SC Ganguly,0.231257475,0.518988224,0.04855011594201791,0.07032297639648287
B Akhil,0.227830155,0.260668479,0.047820798229120616,0.03532061508976375
Shahid Afridi,0.227788424,0.34589383100000004,0.04781191806693064,0.046868662116506976
A Flintoff,0.22778092600000002,0.332841432,0.04781032252749713,0.04510006024010972
AD Mascarenhas,0.22743065899999998,0.21169586,0.047735787343346416,0.028684818417022778
TL Suman,0.227084151,0.37941211700000005,0.04766205205686584,0.051410394522420994
Shoaib Ahmed,0.226743429,0.027734172999999997,0.04758954800420259,0.003757984291479747
AA Chavan,0.226625565,0.19651548300000002,0.04756446709465434,0.026627875226225617
Shoaib Akhtar,0.226258775,0.05363073,0.047486415893157656,0.00726697135986682
S Dhawan,0.22516568399999998,6.220286059,0.04725381122592243,0.8428496244770834
VS Malik,0.224498082,0.17849352,0.047111748633644604,0.02418589673796749
JD Ryder,0.222768131,0.43648338,0.046743623128368064,0.0591435585813929
S Dube,0.221117803,0.9613293909999999,0.0463924410261744,0.13026026592953724
KP Pietersen,0.22083704699999998,1.391444291,0.04633269745866328,0.1885408945868757
K Upadhyay,0.220569209,0.248814557,0.046275702781309845,0.0337144070132357
BAW Mendis,0.22027774,0.083131262,0.04621367953735817,0.011264297541047547
M Ntini,0.22015498,0.13176985800000002,0.046187556781842116,0.017854834050920393
AG Murtaza,0.219344817,0.13443360000000001,0.04601515787358902,0.01821577146169355
GD McGrath,0.219149805,0.136377227,0.04597366022941587,0.01847913319000237
SB Styris,0.218292165,0.263067554,0.04579115843696893,0.03564569008529658
PC Valthaty,0.21770283899999998,0.410897622,0.045665752612455625,0.05567668482065007
DB Ravi Teja,0.215942793,0.335824842,0.04529122303152533,0.04550431270925829
AA Jhunjhunwala,0.21482189,0.28734280100000004,0.04505270010038971,0.03893498942361798
S Randiv,0.213164276,0.091102227,0.044699967571373886,0.012344364405054447
Harmeet Singh (2),0.21243245,,0.044544238411400844,
Shivam Sharma,0.211601135,0.270396989,0.044367338456188836,0.036638829545248094
FH Edwards,0.210932018,0.136164561,0.04422495347897611,0.018450316917480676
SE Bond,0.21025355899999998,0.083047551,0.044080580567729254,0.01125295468892702
AC Voges,0.21007545100000002,0.414520751,0.04404268001592531,0.056167619303102635
RJ Peterson,0.20987024399999998,0.203373656,0.04399901292329592,0.02755715861975787
TM Dilshan,0.208652793,0.49929892600000003,0.04373994502800616,0.06765507378427
RV Gomez,0.20738975,0.189188555,0.04347117536773197,0.025635075465122118
PM Sarvesh Kumar,0.206974215,0.083047551,0.04338275145755469,0.01125295468892702
DAJ Bracewell,0.20668638600000003,0.296754767,0.0433215027886281,0.04021031212316056
AS Raut,0.206270067,0.285138483,0.043232912046906956,0.038636304028620755
SM Pollock,0.204359178,0.35455904899999996,0.042826283779024,0.048042800358388114
KMDN Kulasekara,0.203140701,0.29042904,0.042566997555718925,0.03935317523654097
AJ Finch,0.202685466,3.493895483,0.04247012567068023,0.473423322959226
RN ten Doeschate,0.202071585,0.36711054,0.04233949465667771,0.04974352913125073
K Goel,0.20104764100000003,0.263974607,0.04212160414857958,0.03576859589271112
